Part_ID,Part_Name,Equipment_Family_ID,Equipment_Family,Equipment_Model,Part_Category_ID,Part_Category,Demand_Profile,Criticality,Supplier_ID,Supplier_Region,Unit_Cost_EUR,Storage_Type,Lifecycle_Status,Target_Service_Level,Avg_Weekly_Demand_Seed,ABC_Class,Source_Context,Movement_Class,Movement_Lines_36M,Annual_Lines,Avg_Monthly_Lines,Cumulative_Movement_%,Manual_Location,UDC_Type,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Unit_Volume_cm3,Max_Dimension_mm,Min_Dimension_mm,Stock_Managed,Avg_Daily_Qty,Lead_Time_Weeks,Safety_Stock_Qty,Reorder_Point_Qty,Max_Stock_Qty,Stock_Qty,Total_Qty_36M,Total_Volume_cm3
WA-BLT-0270,Camera Aligner Belt Tensioner,WA,Wheel Aligner,Camera Aligner,BLT,Belts & pulleys,regular,High,SUP-001,Italy,130,Bin,Active,0.97,1.124,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,95.89,R-B70,E,193,234,65,2936,234,65,1,0.225,1,2,4,7,9,176,20552
TC-BRG-0596,HD1200 Truck Main Shaft,TC,Tyre Changer,HD1200 Truck,BRG,Bearings & shafts,regular,Medium,SUP-019,EU,21.77,Bin,Active,0.94,1.075,C,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,95.92,R-Y89,D,271,135,50,1829,271,50,1,0.215,1,3,5,8,4,168,14632
AD-BLT-0432,Camera Calibration Pulley Wheel,AD,ADAS & Diagnosis,Camera Calibration,BLT,Belts & pulleys,regular,High,SUP-003,EU,18.2,Bin,Active,0.97,1.135,C,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,95.95,R-B35,B,51,34,66,114,66,34,1,0.227,1,1,3,5,5,178,570
TC-BLT-0026,A2024 LL Belt Tensioner,TC,Tyre Changer,A2024 LL,BLT,Belts & pulleys,regular,Low,SUP-014,Eastern Europe,90,Bin,Active,0.9,0.809,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,95.99,R-E05,D,234,107,73,1828,234,73,1,0.162,1.6,1,3,5,3,127,9140
VL-BRG-0292,Scissor Lift Roller Bearing,VL,Vehicle Lift,Scissor Lift,BRG,Bearings & shafts,regular,High,SUP-014,Eastern Europe,120,Bin,Active,0.97,0.546,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.02,R-A40,D,266,209,136,7561,266,136,1,0.109,1.6,1,2,3,2,86,22683
TC-CMP-0043,A2024 LL Bead Breaker Pad,TC,Tyre Changer,A2024 LL,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-008,EU,46.79,Small Rack,Active,0.94,0.581,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.05,R-N56,E,411,233,27,2586,411,27,1,0.116,1.1,2,3,6,6,91,15516
TC-SNS-0620,Basic Line TC Calibration Sensor,TC,Tyre Changer,Basic Line TC,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-019,EU,29.51,Electronics Cage,Active,0.94,0.604,C,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.08,R-D45,PALLET,970,488,314,148635,970,314,1,0.121,1,2,3,5,2,95,743175
WB-CMP-0846,ET Series Clamping Jaw,WB,Wheel Balancer,ET Series,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-019,EU,49.26,Small Rack,Active,0.94,0.565,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.11,R-S31,VER,943,527,103,51187,943,103,1,0.113,1,1,2,3,2,89,153561
TC-BLT-0643,Artiglio Master Motor Belt,TC,Tyre Changer,Artiglio Master,BLT,Belts & pulleys,regular,Low,SUP-019,EU,34.39,Bin,Active,0.9,1.244,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.14,R-M10,D,104,180,126,2359,180,104,1,0.249,1,2,4,7,7,195,16513
WA-CON-0090,3D Aligner Lubrication Kit,WA,Wheel Aligner,3D Aligner,CON,Consumables & service kits,frequent,Medium,SUP-008,EU,7.72,Bin,Active,0.94,1.829,C,Anonymised/reconstructed warehouse transition dataset,C,2,0.7,0.06,96.18,R-C14,B,60,107,44,282,107,44,1,0.366,1.1,3,6,10,8,286,2820
TE-BRG-0481,Suspension Tester Main Shaft,TE,Technical Control,Suspension Tester,BRG,Bearings & shafts,regular,High,SUP-016,EU,33.7,Bin,Active,0.97,0.796,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.21,R-T74,E,239,216,159,8208,239,159,1,0.159,1.1,2,3,5,2,125,41040
VL-BLT-0783,Two-Post Lift Drive Belt,VL,Vehicle Lift,Two-Post Lift,BLT,Belts & pulleys,regular,Medium,SUP-004,EU,12.6,Bin,Active,0.94,0.965,C,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.24,R-L76,B,76,149,100,1132,149,76,1,0.193,1,3,4,6,4,151,6792
TC-BRG-0869,HD1200 Truck Bearing Set,TC,Tyre Changer,HD1200 Truck,BRG,Bearings & shafts,regular,Medium,SUP-006,EU,80,Bin,Active,0.94,0.664,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.27,R-I01,B,140,81,92,1043,140,81,1,0.133,1,2,3,5,4,104,5215
VL-CMP-0383,Scissor Lift Clamping Jaw,VL,Vehicle Lift,Scissor Lift,CMP,"Clamps, jaws & tooling",regular,High,SUP-001,Italy,185,Small Rack,Active,0.97,0.669,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.3,R-E20,E,256,236,64,3867,256,64,1,0.134,1,2,3,5,6,105,19335
AD-CAB-0317,Camera Calibration Usb Interface Cable,AD,ADAS & Diagnosis,Camera Calibration,CAB,"Cables, connectors & harnesses",intermittent,Medium,SUP-012,Italy,100,Bin,Active,0.94,0.638,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.33,R-H43,B,131,113,44,651,131,44,1,0.128,1,2,3,6,3,100,3906
WA-BLT-0016,REMO Poly-V Belt,WA,Wheel Aligner,REMO,BLT,Belts & pulleys,regular,Low,SUP-013,North America,135,Bin,Active,0.9,0.728,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.37,R-N01,F,452,520,168,39487,520,168,1,0.146,2.7,3,5,9,10,114,355383
AD-BLT-0184,Diagnostic Console Timing Belt,AD,ADAS & Diagnosis,Diagnostic Console,BLT,Belts & pulleys,regular,High,SUP-011,EU,85,Bin,Active,0.97,0.824,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.4,R-M37,B,93,128,21,250,128,21,1,0.165,1,3,4,7,3,129,1750
WA-PNE-0627,Exact Precision Pressure Switch,WA,Wheel Aligner,Exact Precision,PNE,Pneumatic valves & cylinders,intermittent,Critical,SUP-004,EU,170,Small Rack,Active,0.985,0.524,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.43,R-S76,D,97,121,110,1291,121,97,1,0.105,1,2,3,5,2,82,6455
TE-BLT-0517,Test Lane Motor Belt,TE,Technical Control,Test Lane,BLT,Belts & pulleys,regular,High,SUP-015,EU,12.71,Bin,Active,0.97,1.041,C,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.46,R-E49,E,164,201,31,1022,201,31,1,0.208,1.4,2,4,6,3,163,6132
VL-CMP-0848,Two-Post Lift Clamping Jaw,VL,Vehicle Lift,Two-Post Lift,CMP,"Clamps, jaws & tooling",regular,High,SUP-007,Eastern Europe,32.09,Small Rack,Active,0.97,1.294,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.49,R-Y44,PALLET,772,413,532,169621,772,413,1,0.259,1.4,3,5,7,8,202,1187347
WB-BRG-0445,EM 9000 Support Bushing,WB,Wheel Balancer,EM 9000,BRG,Bearings & shafts,regular,High,SUP-006,EU,22.4,Bin,Active,0.97,0.836,C,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.52,R-S79,B,101,139,51,716,139,51,1,0.167,1,1,2,4,2,131,2864
VL-CMP-0757,Two-Post Lift Jaw Cover,VL,Vehicle Lift,Two-Post Lift,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-016,EU,105,Small Rack,New,0.94,0.575,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.55,R-F61,D,186,187,18,626,187,18,1,0.115,1.1,1,2,3,3,90,1878
WB-BLT-0680,ET Series Poly-V Belt,WB,Wheel Balancer,ET Series,BLT,Belts & pulleys,regular,Low,SUP-002,Italy,25.92,Bin,Phase-out,0.9,1.399,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.59,R-Z78,B,98,34,96,320,98,34,0,0.28,1,3,5,7,5,219,2240
VL-CMP-0557,Two-Post Lift Cone Adaptor,VL,Vehicle Lift,Two-Post Lift,CMP,"Clamps, jaws & tooling",regular,Critical,SUP-014,Eastern Europe,70,Small Rack,Phase-out,0.985,0.75,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.62,R-B73,D,98,169,35,580,169,35,0,0.15,1.6,3,5,9,11,117,5220
WB-HYD-0397,Eyelight Hose Coupling,WB,Wheel Balancer,Eyelight,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-004,EU,280,Small Rack,Active,0.94,0.553,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.65,R-E20,PALLET,916,553,253,128157,916,253,1,0.111,1,2,3,5,5,87,640785
TC-BLT-0662,A2024 LL Timing Belt,TC,Tyre Changer,A2024 LL,BLT,Belts & pulleys,regular,High,SUP-020,EU,55,Bin,Active,0.97,1.243,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.68,R-A35,D,253,171,91,3937,253,91,1,0.249,1.3,2,4,7,7,194,27559
VL-CON-0497,Two-Post Lift Grease Cartridge,VL,Vehicle Lift,Two-Post Lift,CON,Consumables & service kits,frequent,Low,SUP-003,EU,6.89,Bin,Active,0.9,1.639,C,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.71,R-F59,B,61,38,21,49,61,21,1,0.328,1,2,4,6,7,256,294
VL-CMP-0101,Alignment Lift Clamping Jaw,VL,Vehicle Lift,Alignment Lift,CMP,"Clamps, jaws & tooling",regular,Low,SUP-003,EU,500,Small Rack,Active,0.9,0.981,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.74,R-E33,PALLET,1191,475,276,156140,1191,276,1,0.196,1,2,3,5,4,154,780700
WA-BLT-0034,Camera Aligner Drive Belt,WA,Wheel Aligner,Camera Aligner,BLT,Belts & pulleys,regular,Medium,SUP-006,EU,27.11,Bin,Active,0.94,1.125,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.78,R-Y51,B,82,126,53,548,126,53,1,0.225,1,2,4,6,7,176,3288
WB-BLT-0299,EM 9000 Poly-V Belt,WB,Wheel Balancer,EM 9000,BLT,Belts & pulleys,regular,Medium,SUP-008,EU,16.28,Bin,Active,0.94,1.075,C,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.81,R-Q12,D,134,233,108,3372,233,108,1,0.215,1.1,2,4,7,4,168,23604
WA-BRG-0349,Camera Aligner Bearing Set,WA,Wheel Aligner,Camera Aligner,BRG,Bearings & shafts,regular,Low,SUP-007,Eastern Europe,31.28,Bin,Active,0.9,0.988,C,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.84,R-L20,D,279,131,109,3984,279,109,1,0.198,1.4,3,5,7,2,155,27888
TC-CAB-0705,HD1200 Truck Power Cable,TC,Tyre Changer,HD1200 Truck,CAB,"Cables, connectors & harnesses",intermittent,High,SUP-001,Italy,115,Bin,Active,0.97,0.917,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.87,R-Z88,E,237,165,60,2346,237,60,1,0.183,1,3,4,7,6,144,16422
TC-BLT-0377,HD1200 Truck Pulley Wheel,TC,Tyre Changer,HD1200 Truck,BLT,Belts & pulleys,regular,High,SUP-014,Eastern Europe,29.43,Bin,Active,0.97,0.906,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.9,R-M98,B,119,73,66,573,119,66,1,0.181,1.6,2,4,7,5,142,4011
TC-CMP-0224,Artiglio Master Cone Adaptor,TC,Tyre Changer,Artiglio Master,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-013,North America,145,Small Rack,Active,0.94,1.007,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.93,R-Z29,PALLET,828,448,636,235920,828,448,1,0.201,2.7,5,8,13,9,158,3066960
WB-CAB-0142,Mobile Balancer Ribbon Cable,WB,Wheel Balancer,Mobile Balancer,CAB,"Cables, connectors & harnesses",intermittent,High,SUP-011,EU,80,Bin,New,0.97,0.859,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.97,R-G95,B,29,137,84,334,137,29,1,0.172,1,2,3,5,4,135,1670
VL-BRG-0993,Alignment Lift Hub Shaft,VL,Vehicle Lift,Alignment Lift,BRG,Bearings & shafts,regular,Low,SUP-012,Italy,55,Bin,Active,0.9,0.614,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97,R-S43,D,223,236,101,5315,236,101,1,0.123,1,2,3,5,3,96,26575
TC-BRG-0348,Basic Line TC Bearing Set,TC,Tyre Changer,Basic Line TC,BRG,Bearings & shafts,regular,Medium,SUP-019,EU,65,Bin,Active,0.94,0.547,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.03,R-Z23,B,99,90,109,971,109,90,1,0.109,1,2,3,5,4,86,4855
VL-PNE-0414,Two-Post Lift Manifold Valve,VL,Vehicle Lift,Two-Post Lift,PNE,Pneumatic valves & cylinders,intermittent,High,SUP-018,EU,205,Small Rack,Active,0.97,0.758,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.06,R-N38,D,157,122,163,3122,163,122,1,0.152,1.3,1,2,4,1,119,12488
TC-HYD-0172,HD1200 Truck Hose Coupling,TC,Tyre Changer,HD1200 Truck,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-006,EU,630,Small Rack,Active,0.97,0.47,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.09,R-P52,VER,589,583,190,65244,589,190,1,0.094,1,1,2,4,5,74,260976
WA-CAB-0889,Camera Aligner Power Cable,WA,Wheel Aligner,Camera Aligner,CAB,"Cables, connectors & harnesses",intermittent,Medium,SUP-013,North America,30.21,Bin,Active,0.94,0.611,C,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.12,R-T50,B,45,140,49,309,140,45,1,0.122,2.7,1,3,6,7,96,1854
AD-PNE-0843,SCE Calibration Solenoid Valve,AD,ADAS & Diagnosis,SCE Calibration,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-004,EU,360,Small Rack,Active,0.94,0.458,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.16,R-L08,VER,1223,312,209,79749,1223,209,1,0.092,1,1,2,4,5,72,318996
TC-BRG-0731,HD1200 Truck Spindle Bearing,TC,Tyre Changer,HD1200 Truck,BRG,Bearings & shafts,regular,High,SUP-017,EU,55,Bin,Active,0.97,1.106,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.19,R-Z85,D,147,233,11,377,233,11,1,0.221,1,4,6,10,6,173,3770
TC-CON-0406,Basic Line TC Air Filter,TC,Tyre Changer,Basic Line TC,CON,Consumables & service kits,frequent,Medium,SUP-011,EU,13.77,Bin,Active,0.94,2.931,B,Anonymised/reconstructed warehouse transition dataset,C,2,0.7,0.06,97.22,R-A08,E,227,168,154,5873,227,154,1,0.586,1,6,9,16,13,458,93968
TE-BRG-0890,Test Lane Support Bushing,TE,Technical Control,Test Lane,BRG,Bearings & shafts,regular,Low,SUP-003,EU,110,Bin,Active,0.9,0.597,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.25,R-F05,B,63,32,82,165,82,32,1,0.119,1,2,3,5,6,94,825
WB-HYD-0905,EM 9000 Pump Assembly,WB,Wheel Balancer,EM 9000,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-017,EU,270,Small Rack,Active,0.97,0.574,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.28,R-S86,VER,1393,347,55,26585,1393,55,1,0.115,1,2,3,5,6,90,132925
TC-BLT-0069,Artiglio Master Belt Tensioner,TC,Tyre Changer,Artiglio Master,BLT,Belts & pulleys,regular,Low,SUP-006,EU,55,Bin,Active,0.9,0.643,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.31,R-S34,B,67,85,110,626,110,67,1,0.129,1,2,3,5,5,101,3130
VL-SNS-0422,Two-Post Lift Encoder Sensor,VL,Vehicle Lift,Two-Post Lift,SNS,"Sensors, encoders & switches",intermittent,High,SUP-019,EU,175,Electronics Cage,Active,0.97,0.571,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.35,R-A55,D,280,166,88,4090,280,88,1,0.114,1,2,3,5,3,90,20450
VL-PNE-0540,Scissor Lift Solenoid Valve,VL,Vehicle Lift,Scissor Lift,PNE,Pneumatic valves & cylinders,intermittent,High,SUP-016,EU,120,Small Rack,Active,0.97,0.611,B,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.38,R-M74,D,284,102,90,2607,284,90,1,0.122,1.1,2,3,6,5,96,15642
WA-CAB-0916,Camera Aligner Signal Cable,WA,Wheel Aligner,Camera Aligner,CAB,"Cables, connectors & harnesses",intermittent,Low,SUP-011,EU,23.56,Bin,Active,0.9,0.681,C,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.41,R-Z82,PALLET,953,703,479,320910,953,479,1,0.136,1,1,2,4,4,107,1283640
WA-CAB-0778,Exact Precision Sensor Harness,WA,Wheel Aligner,Exact Precision,CAB,"Cables, connectors & harnesses",intermittent,Medium,SUP-010,EU,10.47,Bin,Active,0.94,0.765,C,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.44,R-Y26,B,149,103,24,368,149,24,1,0.153,1.1,1,2,4,2,120,1472
VL-CAB-0246,Alignment Lift Usb Interface Cable,VL,Vehicle Lift,Alignment Lift,CAB,"Cables, connectors & harnesses",intermittent,Low,SUP-009,Italy,10.3,Bin,Active,0.9,0.753,C,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.47,R-H47,D,266,125,140,4655,266,125,1,0.151,1,1,2,4,4,118,18620
TC-CMP-0095,Basic Line TC Turntable Clamp,TC,Tyre Changer,Basic Line TC,CMP,"Clamps, jaws & tooling",regular,Low,SUP-016,EU,90,Small Rack,New,0.9,0.626,B,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.49,R-H76,VER,577,521,112,33669,577,112,1,0.125,1.1,1,2,4,4,98,134676
TE-CAB-0562,Inspection Line Terminal Block,TE,Technical Control,Inspection Line,CAB,"Cables, connectors & harnesses",intermittent,High,SUP-011,EU,165,Bin,Active,0.97,0.604,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.5,R-H89,B,63,119,26,195,119,26,1,0.121,1,2,3,5,5,95,975
TC-MTR-0969,Artiglio Master Inverter Drive,TC,Tyre Changer,Artiglio Master,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-006,EU,1190,Heavy Rack,Active,0.985,0.042,A,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,97.52,R-Q68,D,97,91,132,1165,132,91,1,0.008,1,1,2,4,3,7,4660
VL-MTR-0923,Alignment Lift Gear Motor,VL,Vehicle Lift,Alignment Lift,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-001,Italy,620,Heavy Rack,Active,0.985,0.048,A,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,97.53,R-A01,VER,979,297,48,13957,979,48,0,0.01,1,1,2,4,3,8,55828
WB-BRG-0022,EM 9000 Main Shaft,WB,Wheel Balancer,EM 9000,BRG,Bearings & shafts,regular,High,SUP-003,EU,165,Bin,Active,0.97,0.59,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.55,R-T14,B,25,103,31,80,103,25,1,0.118,1,2,3,6,7,93,480
TC-CMP-0908,A2024 LL Mounting Head,TC,Tyre Changer,A2024 LL,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-002,Italy,41.03,Small Rack,Active,0.94,0.67,C,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.57,R-T69,F,302,286,120,10365,302,120,1,0.134,1,2,3,5,4,105,51825
AD-SNS-0286,SCE Calibration Proximity Switch,AD,ADAS & Diagnosis,SCE Calibration,SNS,"Sensors, encoders & switches",intermittent,High,SUP-013,North America,60,Electronics Cage,Active,0.97,0.641,B,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.58,R-I90,B,67,88,15,88,88,15,1,0.128,2.7,2,4,6,6,100,528
WA-CMP-0164,3D Aligner Mounting Head,WA,Wheel Aligner,3D Aligner,CMP,"Clamps, jaws & tooling",regular,Low,SUP-004,EU,205,Small Rack,Active,0.9,0.588,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.6,R-B64,D,222,210,131,6107,222,131,1,0.118,1,1,2,4,4,92,24428
TC-BRG-0682,Artiglio Master Spindle Bearing,TC,Tyre Changer,Artiglio Master,BRG,Bearings & shafts,regular,Critical,SUP-011,EU,26.72,Bin,Active,0.985,0.689,C,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.61,R-F63,E,188,142,51,1361,188,51,1,0.138,1,2,3,6,6,108,8166
TC-BLT-0482,HD1200 Truck Motor Belt,TC,Tyre Changer,HD1200 Truck,BLT,Belts & pulleys,regular,High,SUP-005,Eastern Europe,16.6,Bin,Active,0.97,0.696,C,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.63,R-I33,B,28,34,7,7,34,7,1,0.139,1.4,3,4,7,7,109,49
WB-CAB-0713,EM 9000 Ribbon Cable,WB,Wheel Balancer,EM 9000,CAB,"Cables, connectors & harnesses",intermittent,High,SUP-016,EU,30.8,Bin,Active,0.97,0.665,C,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.65,R-I89,E,212,136,168,4844,212,136,1,0.133,1.1,1,2,4,3,104,19376
AD-CMP-0235,Radar Calibration Jaw Cover,AD,ADAS & Diagnosis,Radar Calibration,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-011,EU,155,Small Rack,Active,0.94,0.587,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.66,R-T13,F,577,328,140,26496,577,140,1,0.117,1,2,3,6,4,92,158976
TC-SNS-0834,A2024 LL Speed Sensor,TC,Tyre Changer,A2024 LL,SNS,"Sensors, encoders & switches",intermittent,High,SUP-010,EU,105,Electronics Cage,Active,0.97,0.601,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.68,R-I77,D,90,245,81,1786,245,81,1,0.12,1.1,2,3,6,4,94,10716
VL-BRG-0261,Alignment Lift Spindle Bearing,VL,Vehicle Lift,Alignment Lift,BRG,Bearings & shafts,regular,Low,SUP-016,EU,40.41,Bin,Active,0.9,0.66,B,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.69,R-I75,B,125,144,39,702,144,39,1,0.132,1.1,1,2,4,1,103,2808
WB-SNS-0967,Eyelight Speed Sensor,WB,Wheel Balancer,Eyelight,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-004,EU,245,Electronics Cage,Active,0.94,0.553,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.71,R-D98,E,238,133,28,886,238,28,1,0.111,1,1,2,4,2,87,3544
WB-BLT-0240,EM 9000 Motor Belt,WB,Wheel Balancer,EM 9000,BLT,Belts & pulleys,regular,Medium,SUP-020,EU,150,Bin,Active,0.94,1.508,A,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,97.72,R-F04,B,29,57,112,185,112,29,1,0.302,1.3,4,6,9,4,236,1665
WA-CON-0581,Camera Aligner Protective Cover,WA,Wheel Aligner,Camera Aligner,CON,Consumables & service kits,frequent,Medium,SUP-016,EU,31.33,Bin,New,0.94,2.224,A,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,97.74,R-F19,E,238,357,48,4078,357,48,1,0.445,1.1,4,7,13,15,347,53014
WA-CON-0157,Exact Precision Air Filter,WA,Wheel Aligner,Exact Precision,CON,Consumables & service kits,frequent,High,SUP-013,North America,2.29,Bin,Active,0.97,2.945,C,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,97.76,R-F98,D,248,89,131,2891,248,89,1,0.589,2.7,12,20,31,16,460,89621
TC-CON-0405,HD1200 Truck Air Filter,TC,Tyre Changer,HD1200 Truck,CON,Consumables & service kits,frequent,Medium,SUP-017,EU,15.35,Bin,Active,0.94,2.881,B,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,97.77,R-Z13,F,394,402,134,21224,402,134,1,0.576,1,7,10,18,7,450,382032
AD-CON-0990,Diagnostic Console Grease Cartridge,AD,ADAS & Diagnosis,Diagnostic Console,CON,Consumables & service kits,frequent,High,SUP-018,EU,28.9,Bin,Active,0.97,2.632,A,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,97.79,R-I23,B,20,31,107,66,107,20,1,0.526,1.3,6,10,14,5,411,924
TC-CON-0970,A2024 LL Lubrication Kit,TC,Tyre Changer,A2024 LL,CON,Consumables & service kits,frequent,Low,SUP-006,EU,4.45,Bin,New,0.9,3.379,C,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,97.8,R-P75,B,23,117,110,296,117,23,1,0.676,1,7,11,17,16,528,5032
WB-SNS-0018,EM 9000 Position Sensor,WB,Wheel Balancer,EM 9000,SNS,"Sensors, encoders & switches",intermittent,High,SUP-001,Italy,620,Electronics Cage,Active,0.97,0.667,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.82,R-A88,B,104,140,8,116,140,8,1,0.133,1,2,3,5,1,105,580
TC-CMP-0712,Basic Line TC Cone Adaptor,TC,Tyre Changer,Basic Line TC,CMP,"Clamps, jaws & tooling",regular,Critical,SUP-010,EU,105,Small Rack,Active,0.985,0.815,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.84,R-G89,F,587,376,38,8387,587,38,1,0.163,1.1,4,5,8,6,128,67096
WB-HYD-0833,Mobile Balancer Lift Cylinder Seal,WB,Wheel Balancer,Mobile Balancer,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-001,Italy,38.54,Small Rack,Active,0.97,0.57,C,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.85,R-S65,F,379,191,100,7239,379,100,1,0.114,1,1,2,3,1,89,21717
VL-BRG-0071,Scissor Lift Main Shaft,VL,Vehicle Lift,Scissor Lift,BRG,Bearings & shafts,regular,Low,SUP-014,Eastern Europe,32.81,Bin,Active,0.9,0.572,C,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.87,R-N71,B,93,117,10,109,117,10,1,0.114,1.6,2,3,5,5,90,545
AD-HYD-0024,Diagnostic Console Hose Coupling,AD,ADAS & Diagnosis,Diagnostic Console,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-014,Eastern Europe,50,Small Rack,New,0.94,0.523,B,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.88,R-S21,VER,891,374,80,26659,891,80,1,0.105,1.6,2,3,6,7,82,159954
