Part_ID,On_Hand_Qty,On_Order_Qty,Allocated_Qty,Available_Qty,Avg_Weekly_Demand,Demand_SD,Demand_CV,Nonzero_Demand_Weeks,XYZ_Class,Lead_Time_Weeks,Safety_Stock_Qty,Reorder_Point_Qty,Suggested_Replenishment_Qty,Planner_Exception_Flag,Manual_Location,UDC_Type,Unit_Cost_EUR,ABC_Class,Movement_Class,Movement_Lines_36M,Criticality,Supplier_ID,Supplier_Region,Part_Category,Unit_Volume_cm3,Stock_Qty,Max_Stock_Qty,Stock_Managed,Estimated_Inventory_Value_EUR,Below_Reorder_Point,Stock_Coverage_Weeks,Total_Occupied_Volume_cm3,Part_Name,Equipment_Family,Equipment_Model,Demand_Profile,Storage_Type,Lifecycle_Status,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Max_Dimension_mm,Fits_Tray_Footprint,Fits_Height,Dimensionally_Feasible,Movement_Priority_For_Automation,Manual_Only_UDC,Compact_Item,Automation_Candidate,Automation_Exclusion_Reason
AD-CON-0111,5,3,0,8,0.602564102564103,1.21112843771358,2.00995783280127,40,Y,1.0,5,8,0,False,R-N10,B,23.29,A,C,11,Low,SUP-001,Italy,Consumables & service kits,181,5,12,1,186.32,False,13.276595744680842,905,Diagnostic Console Filter Kit,ADAS & Diagnosis,Diagnostic Console,frequent,Bin,Active,28,79,82,82,True,True,True,False,False,True,True,Candidate
TC-CON-0982,12,0,0,12,0.448717948717949,1.07939571980522,2.4055104612802,33,Y,1.4,5,8,0,False,R-Z68,B,11.71,C,C,11,Low,SUP-005,Eastern Europe,Consumables & service kits,199,12,13,1,140.52,False,26.74285714285713,2388,A2024 LL Air Filter,Tyre Changer,A2024 LL,frequent,Bin,Active,69,31,93,93,True,True,True,False,False,True,True,Candidate
WB-CON-0696,3,2,0,5,0.192307692307692,0.719456646369302,3.74117456112037,14,Z,1.0,3,6,4,True,R-E65,D,4.67,C,C,11,Low,SUP-012,Italy,Consumables & service kits,842,3,9,1,23.35,True,26.00000000000004,2526,Eyelight Air Filter,Wheel Balancer,Eyelight,frequent,Bin,Active,150,181,31,181,True,True,True,False,False,True,True,Candidate
WB-BRG-0188,5,3,0,8,0.102564102564103,0.456910906533771,4.45488133870426,9,Z,1.3,4,6,0,False,R-E43,E,255.0,A,C,11,Medium,SUP-018,EU,Bearings & shafts,719,5,11,1,2040.0,False,77.99999999999966,3595,Mobile Balancer Bearing Set,Wheel Balancer,Mobile Balancer,regular,Bin,Active,125,213,27,213,True,True,True,False,False,True,True,Candidate
TE-CON-0872,22,0,0,22,0.429487179487179,0.873348613003178,2.03346841236561,41,Y,1.4,8,12,0,False,R-Q79,B,17.37,B,C,11,Medium,SUP-007,Eastern Europe,Consumables & service kits,192,22,20,1,382.14,False,51.22388059701498,4224,Suspension Tester O-Ring Kit,Technical Control,Suspension Tester,frequent,Bin,New,62,97,32,97,True,True,True,False,False,True,True,Candidate
WA-CON-0179,8,0,0,8,0.596153846153846,1.20632123338443,2.02350658503196,40,Y,1.0,3,5,0,False,R-Y03,E,29.45,B,C,11,Low,SUP-019,EU,Consumables & service kits,668,8,8,1,235.6,False,13.41935483870968,5344,3D Aligner Protective Cover,Wheel Aligner,3D Aligner,frequent,Bin,Active,232,120,24,232,True,True,True,False,False,True,True,Candidate
TC-BRG-0372,9,0,0,9,0.320512820512821,1.03479578466652,3.22856284815955,20,Z,1.0,2,4,0,False,R-P14,B,120.0,A,C,11,Medium,SUP-009,Italy,Bearings & shafts,1584,9,8,1,1080.0,False,28.07999999999996,14256,HD1200 Truck Main Shaft,Tyre Changer,HD1200 Truck,regular,Bin,Active,129,132,93,132,True,True,True,False,False,True,True,Candidate
TC-CON-0907,3,5,0,8,0.461538461538462,0.986257935146886,2.13689219281825,38,Y,1.0,4,6,0,False,R-H20,B,16.61,B,C,10,Medium,SUP-011,EU,Consumables & service kits,369,3,9,1,132.88,False,17.333333333333314,1107,Artiglio Master Lubrication Kit,Tyre Changer,Artiglio Master,frequent,Bin,Active,72,45,114,114,True,True,True,False,False,True,True,Candidate
WB-CON-0341,5,0,1,4,0.807692307692308,1.12516885967359,1.39306620721492,62,Y,1.0,3,5,5,True,R-E54,B,42.6,A,C,10,Low,SUP-003,EU,Consumables & service kits,374,5,9,1,170.4,True,4.95238095238095,1870,ET Series Lubrication Kit,Wheel Balancer,ET Series,frequent,Bin,Active,47,142,56,142,True,True,True,False,False,True,True,Candidate
WA-CON-0829,17,0,0,17,0.557692307692308,1.19806502389847,2.14825452561104,39,Y,1.0,7,10,0,False,R-P74,B,42.26,A,C,10,Low,SUP-009,Italy,Consumables & service kits,222,17,16,1,718.42,False,30.48275862068964,3774,Camera Aligner Protective Cover,Wheel Aligner,Camera Aligner,frequent,Bin,Active,33,137,49,137,True,True,True,False,False,True,True,Candidate
VL-CON-0594,9,0,0,9,0.371794871794872,0.895997902632545,2.40992539328753,29,Y,1.0,4,7,0,False,R-M98,B,4.88,C,C,10,Low,SUP-011,EU,Consumables & service kits,869,9,10,1,43.92,False,24.206896551724125,7821,Scissor Lift Grease Cartridge,Vehicle Lift,Scissor Lift,frequent,Bin,Active,70,138,90,138,True,True,True,False,False,True,True,Candidate
VL-CON-0770,7,4,0,11,0.211538461538462,0.709471546949221,3.35386549466905,17,Z,2.7,3,8,0,False,R-Q88,B,36.09,A,C,10,Low,SUP-013,North America,Consumables & service kits,1591,7,12,1,396.99,False,51.999999999999886,11137,ERCO Lift Air Filter,Vehicle Lift,ERCO Lift,frequent,Bin,Active,137,101,115,137,True,True,True,False,False,True,True,Candidate
WA-CON-0410,10,0,0,10,0.544871794871795,1.14915367858515,2.10903498657981,38,Y,1.4,4,9,0,False,R-M62,D,12.53,B,C,10,Medium,SUP-015,EU,Consumables & service kits,1261,10,16,1,125.3,False,18.352941176470583,12610,Exact Precision Grease Cartridge,Wheel Aligner,Exact Precision,frequent,Bin,Active,161,145,54,161,True,True,True,False,False,True,True,Candidate
WB-CON-0498,19,0,0,19,0.230769230769231,0.921752565259938,3.9942611161264,13,Z,1.0,7,11,0,False,R-P98,B,3.24,C,C,10,Low,SUP-004,EU,Consumables & service kits,872,19,20,1,61.56,False,82.33333333333324,16568,EM 9000 O-Ring Kit,Wheel Balancer,EM 9000,frequent,Bin,Active,133,82,80,133,True,True,True,False,False,True,True,Candidate
WB-CON-0934,11,0,0,11,0.5,1.03798812846714,2.07597625693427,40,Y,1.0,4,7,0,False,R-D59,D,7.35,C,C,10,Medium,SUP-003,EU,Consumables & service kits,2605,11,10,1,80.85,False,22.0,28655,EM 9000 Protective Cover,Wheel Balancer,EM 9000,frequent,Bin,Active,262,226,44,262,True,True,True,False,False,True,True,Candidate
WA-CON-0939,3,6,0,9,0.532051282051282,1.09202311091503,2.05247717232222,39,Y,1.1,4,8,0,False,R-S40,B,5.71,C,C,9,Medium,SUP-016,EU,Consumables & service kits,188,3,12,1,51.39,False,16.91566265060241,564,3D Aligner Air Filter,Wheel Aligner,3D Aligner,frequent,Bin,Active,50,40,94,94,True,True,True,False,False,True,True,Candidate
AD-CMP-0746,11,0,0,11,0.628205128205128,1.34508879053583,2.14116174819989,39,Y,1.0,4,6,0,False,R-C13,B,95.0,A,C,9,High,SUP-001,Italy,"Clamps, jaws & tooling",87,11,10,1,1045.0,False,17.510204081632658,957,Camera Calibration Turntable Clamp,ADAS & Diagnosis,Camera Calibration,regular,Small Rack,Active,104,84,10,104,True,True,True,False,False,True,True,Candidate
WA-BLT-0849,2,4,0,6,0.685897435897436,1.43596426938874,2.09355538340788,43,Y,1.0,3,5,0,False,R-C32,B,70.0,A,C,9,High,SUP-001,Italy,Belts & pulleys,505,2,9,1,420.0,False,8.747663551401867,1010,Camera Aligner Drive Belt,Wheel Aligner,Camera Aligner,regular,Bin,Active,104,45,108,108,True,True,True,False,False,True,True,Candidate
WA-BRG-0697,2,3,0,5,0.602564102564103,1.20042727435928,1.99219845531965,43,Y,1.0,2,4,0,False,R-Z82,E,95.0,A,C,9,Medium,SUP-017,EU,Bearings & shafts,1525,2,6,1,475.0,False,8.297872340425526,3050,Exact Precision Hub Shaft,Wheel Aligner,Exact Precision,regular,Bin,Active,269,135,42,269,True,True,True,False,False,True,True,Candidate
TC-CON-0394,8,3,0,11,0.602564102564103,1.20578972745338,2.00109784556093,40,Y,1.1,6,9,0,False,R-Y61,B,16.45,B,C,9,Low,SUP-010,EU,Consumables & service kits,457,8,15,1,180.95,False,18.25531914893616,3656,Artiglio Master Lubrication Kit,Tyre Changer,Artiglio Master,frequent,Bin,Active,99,57,81,99,True,True,True,False,False,True,True,Candidate
WB-CON-0118,8,6,0,14,0.538461538461538,1.23593827690448,2.29531394282261,40,Y,1.4,10,15,7,True,R-M56,B,12.42,B,C,9,Medium,SUP-005,Eastern Europe,Consumables & service kits,862,8,21,1,173.88,True,26.00000000000002,6896,ET Series Air Filter,Wheel Balancer,ET Series,frequent,Bin,Active,106,76,107,107,True,True,True,False,False,True,True,Candidate
TC-CON-0857,20,0,1,19,0.487179487179487,1.05639178635873,2.16838314042055,37,Y,1.1,8,12,0,False,R-I68,B,6.99,C,C,9,Medium,SUP-010,EU,Consumables & service kits,361,20,20,1,132.81,False,39.000000000000014,7220,Artiglio Master O-Ring Kit,Tyre Changer,Artiglio Master,frequent,Bin,Active,106,126,27,126,True,True,True,False,False,True,True,Candidate
AD-CON-0762,4,7,1,10,0.237179487179487,0.827839625166532,3.49035085205349,18,Z,1.0,5,8,0,False,R-L35,D,3.39,C,C,9,Low,SUP-019,EU,Consumables & service kits,2144,4,13,1,33.9,False,42.1621621621622,8576,SCE Calibration Air Filter,ADAS & Diagnosis,SCE Calibration,frequent,Bin,Active,205,166,63,205,True,True,True,False,False,True,True,Candidate
AD-CON-0354,24,0,0,24,0.378205128205128,0.8059692519385,2.13103734410858,36,Y,1.0,9,13,0,False,R-Q98,B,10.0,B,C,9,Medium,SUP-017,EU,Consumables & service kits,1225,24,22,1,240.0,False,63.4576271186441,29400,SCE Calibration Service Seal Pack,ADAS & Diagnosis,SCE Calibration,frequent,Bin,Active,115,96,111,115,True,True,True,False,False,True,True,Candidate
VL-CON-0112,18,0,0,18,0.352564102564103,1.12338478846792,3.18632776365448,20,Z,1.0,9,13,0,False,R-C20,B,22.55,A,C,9,Medium,SUP-003,EU,Consumables & service kits,1759,18,21,1,405.9,False,51.0545454545454,31662,ERCO Lift Lubrication Kit,Vehicle Lift,ERCO Lift,frequent,Bin,Active,117,146,103,146,True,True,True,False,False,True,True,Candidate
VL-CON-0513,12,0,0,12,0.185897435897436,0.777128603792251,4.18041593764107,12,Z,1.0,8,11,0,False,R-Y09,D,5.07,C,C,9,Medium,SUP-009,Italy,Consumables & service kits,2919,12,17,1,60.84,False,64.551724137931,35028,ERCO Lift Filter Kit,Vehicle Lift,ERCO Lift,frequent,Bin,Active,116,233,108,233,True,True,True,False,False,True,True,Candidate
VL-BLT-0648,5,0,0,5,0.512820512820513,1.09831060585399,2.14170568141527,38,Y,1.0,3,5,0,False,R-Z70,B,170.0,A,C,8,High,SUP-011,EU,Belts & pulleys,54,5,8,1,850.0,False,9.749999999999996,270,Alignment Lift Pulley Wheel,Vehicle Lift,Alignment Lift,regular,Bin,Active,94,57,10,94,True,True,True,False,False,True,True,Candidate
TE-CON-0521,5,7,0,12,0.282051282051282,0.91436473131312,3.24183859283742,19,Z,1.4,6,11,0,False,R-P96,D,9.41,B,C,8,Medium,SUP-007,Eastern Europe,Consumables & service kits,190,5,16,1,112.92,False,42.54545454545456,950,Inspection Line Protective Cover,Technical Control,Inspection Line,frequent,Bin,Active,167,114,10,167,True,True,True,False,False,True,True,Candidate
WA-CMP-0549,18,0,0,18,0.807692307692308,1.18656666338227,1.46908253561614,62,Y,2.7,6,10,0,False,R-H91,B,235.0,A,C,8,Medium,SUP-013,North America,"Clamps, jaws & tooling",89,18,17,1,4230.0,False,22.28571428571428,1602,REMO Bead Breaker Pad,Wheel Aligner,REMO,regular,Small Rack,Active,44,35,58,58,True,True,True,False,False,True,True,Candidate
WB-BLT-0401,11,0,1,10,0.557692307692308,1.19806502389847,2.14825452561104,38,Y,1.4,6,9,0,False,R-B88,B,55.0,A,C,8,High,SUP-005,Eastern Europe,Belts & pulleys,244,11,14,1,550.0,False,17.93103448275861,2684,Mobile Balancer Drive Belt,Wheel Balancer,Mobile Balancer,regular,Bin,Active,96,106,24,106,True,True,True,False,False,True,True,Candidate
VL-CON-0900,25,0,0,25,0.756410256410256,1.41134479393875,1.86584565978343,46,Y,1.6,7,12,0,False,R-T77,B,4.39,C,C,8,Medium,SUP-014,Eastern Europe,Consumables & service kits,193,25,21,1,109.75,False,33.050847457627135,4825,Two-Post Lift Grease Cartridge,Vehicle Lift,Two-Post Lift,frequent,Bin,Active,85,22,103,103,True,True,True,False,False,True,True,Candidate
TE-CON-0431,7,0,0,7,0.5,1.17775072667927,2.35550145335854,35,Y,1.0,3,5,0,False,R-F88,B,14.2,B,C,8,Low,SUP-003,EU,Consumables & service kits,718,7,9,1,99.4,False,14.0,5026,Brake Tester O-Ring Kit,Technical Control,Brake Tester,frequent,Bin,Active,99,123,59,123,True,True,True,False,False,True,True,Candidate
TC-BRG-0797,4,0,0,4,0.519230769230769,1.0062460024118,1.93795526390421,44,Y,1.0,2,4,0,False,R-P33,D,65.0,A,C,8,Medium,SUP-004,EU,Bearings & shafts,1612,4,7,1,260.0,False,7.703703703703706,6448,A2024 LL Support Bushing,Tyre Changer,A2024 LL,regular,Bin,Active,152,208,51,208,True,True,True,False,False,True,True,Candidate
WB-CON-0365,6,2,0,8,0.608974358974359,1.19446961072737,1.96144483445758,44,Y,1.0,4,7,0,False,R-T90,D,8.49,C,C,8,Low,SUP-009,Italy,Consumables & service kits,2351,6,11,1,67.92,False,13.136842105263156,14106,Eyelight Lubrication Kit,Wheel Balancer,Eyelight,frequent,Bin,Active,137,120,143,143,True,True,True,False,False,True,True,Candidate
TC-CON-0766,10,0,0,10,0.641025641025641,1.13563236866411,1.77158649511601,49,Y,1.1,4,7,0,False,R-F60,B,18.01,B,C,7,Low,SUP-016,EU,Consumables & service kits,25,10,11,1,180.10000000000002,False,15.6,250,Artiglio Master Grease Cartridge,Tyre Changer,Artiglio Master,frequent,Bin,Active,92,34,8,92,True,True,True,False,False,True,True,Candidate
WB-CON-0526,4,5,0,9,0.282051282051282,1.20640693821736,4.27726096277065,13,Z,1.0,4,7,0,False,R-M45,B,19.12,B,C,7,Low,SUP-017,EU,Consumables & service kits,85,4,11,1,172.08,False,31.90909090909092,340,Eyelight Rubber Pad,Wheel Balancer,Eyelight,frequent,Bin,Active,128,35,19,128,True,True,True,False,False,True,True,Candidate
TC-BLT-0004,2,3,0,5,0.538461538461538,1.10356966475288,2.04948652025535,38,Y,1.0,2,4,0,False,R-P45,D,110.0,A,C,7,High,SUP-003,EU,Belts & pulleys,262,2,7,1,550.0,False,9.285714285714294,524,Artiglio Master Poly-V Belt,Tyre Changer,Artiglio Master,regular,Bin,Active,89,109,27,109,True,True,True,False,False,True,True,Candidate
TC-CON-0683,5,5,0,10,0.455128205128205,0.925223242235911,2.03288487026482,38,Y,1.4,3,7,0,False,R-B96,B,35.94,A,C,7,High,SUP-005,Eastern Europe,Consumables & service kits,144,5,11,1,359.4,False,21.9718309859155,720,Basic Line TC Air Filter,Tyre Changer,Basic Line TC,frequent,Bin,Active,86,129,13,129,True,True,True,False,False,True,True,Candidate
TE-CON-0810,15,0,0,15,0.743589743589744,1.14086438577635,1.53426589811302,60,Y,1.4,5,9,0,False,R-M53,B,11.15,B,C,7,Low,SUP-007,Eastern Europe,Consumables & service kits,51,15,13,1,167.25,False,20.17241379310344,765,Test Lane Service Seal Pack,Technical Control,Test Lane,frequent,Bin,Active,88,24,24,88,True,True,True,False,False,True,True,Candidate
VL-CON-0589,12,0,0,12,0.294871794871795,0.945058105180353,3.20497966104642,21,Z,1.0,5,7,0,False,R-G31,B,4.66,C,C,7,Medium,SUP-011,EU,Consumables & service kits,76,12,12,1,55.92,False,40.69565217391303,912,Two-Post Lift Rubber Pad,Vehicle Lift,Two-Post Lift,frequent,Bin,Active,98,130,6,130,True,True,True,False,False,True,True,Candidate
VL-CON-0352,9,0,0,9,0.794871794871795,1.09966533746642,1.38344994068357,66,Y,1.0,5,8,0,False,R-H95,B,24.76,A,C,7,Medium,SUP-003,EU,Consumables & service kits,135,9,15,1,222.84,False,11.322580645161288,1215,ERCO Lift Rubber Pad,Vehicle Lift,ERCO Lift,frequent,Bin,Active,31,56,78,78,True,True,True,False,False,True,True,Candidate
WB-CON-0812,3,3,0,6,0.519230769230769,1.10407546402995,2.12636756035398,36,Y,1.0,3,5,0,False,R-P46,B,15.18,B,C,7,Low,SUP-004,EU,Consumables & service kits,420,3,9,1,91.08,False,11.55555555555556,1260,ET Series Protective Cover,Wheel Balancer,ET Series,frequent,Bin,Active,136,30,103,136,True,True,True,False,False,True,True,Candidate
VL-CON-0544,5,5,0,10,0.307692307692308,0.954550288409017,3.1022884373293,20,Z,1.0,3,7,0,False,R-T70,B,4.26,C,C,7,Medium,SUP-004,EU,Consumables & service kits,355,5,11,1,42.6,False,32.49999999999997,1775,ERCO Lift Service Seal Pack,Vehicle Lift,ERCO Lift,frequent,Bin,Active,79,42,107,107,True,True,True,False,False,True,True,Candidate
WB-CON-0677,4,4,1,7,0.237179487179487,1.06626982899343,4.49562414386418,12,Z,1.1,4,8,6,True,R-B60,B,7.97,B,C,7,Low,SUP-016,EU,Consumables & service kits,490,4,13,1,55.79,True,29.513513513513537,1960,Eyelight Protective Cover,Wheel Balancer,Eyelight,frequent,Bin,Active,92,71,75,92,True,True,True,False,False,True,True,Candidate
VL-BRG-0767,11,0,0,11,0.243589743589744,1.32651274508083,5.44568390085813,9,Z,1.4,4,6,0,False,R-Z02,D,170.0,A,C,7,Medium,SUP-015,EU,Bearings & shafts,206,11,9,1,1870.0,False,45.15789473684203,2266,Alignment Lift Bearing Set,Vehicle Lift,Alignment Lift,regular,Bin,Active,172,92,13,172,True,True,True,False,False,True,True,Candidate
VL-BLT-0205,5,4,0,9,0.878205128205128,1.32149938653739,1.50477302408637,59,Y,1.0,4,6,0,False,R-T41,E,115.0,A,C,7,Medium,SUP-006,EU,Belts & pulleys,1187,5,10,1,1035.0,False,10.248175182481754,5935,ERCO Lift Drive Belt,Vehicle Lift,ERCO Lift,regular,Bin,New,167,158,45,167,True,True,True,False,False,True,True,Candidate
WA-CON-0048,8,0,0,8,0.557692307692308,1.15975739740847,2.07956498845657,40,Y,1.4,4,8,0,False,R-Q77,B,4.5,C,C,7,Low,SUP-015,EU,Consumables & service kits,774,8,12,1,36.0,False,14.344827586206888,6192,REMO Grease Cartridge,Wheel Aligner,REMO,frequent,Bin,Active,128,93,65,128,True,True,True,False,False,True,True,Candidate
TC-CON-0469,7,0,0,7,0.294871794871795,1.04244098598619,3.53523464812707,16,Z,1.0,3,6,0,False,R-N39,E,6.96,C,C,7,Low,SUP-004,EU,Consumables & service kits,1055,7,11,1,48.72,False,23.7391304347826,7385,A2024 LL Filter Kit,Tyre Changer,A2024 LL,frequent,Bin,Active,214,224,22,224,True,True,True,False,False,True,True,Candidate
WA-BLT-0832,11,0,0,11,0.564102564102564,1.19773704464812,2.12326112460349,41,Y,1.1,4,6,0,False,R-G05,E,47.04,B,C,7,Medium,SUP-016,EU,Belts & pulleys,2046,11,9,1,517.4399999999999,False,19.500000000000004,22506,REMO Pulley Wheel,Wheel Aligner,REMO,regular,Bin,Active,310,287,23,310,True,True,True,False,False,True,True,Candidate
TC-CON-0187,15,0,1,14,0.423076923076923,0.950642984704166,2.24697432748257,35,Y,1.0,5,8,0,False,R-A59,E,6.25,C,C,7,Medium,SUP-012,Italy,Consumables & service kits,2834,15,13,1,87.5,False,33.09090909090909,42510,HD1200 Truck Rubber Pad,Tyre Changer,HD1200 Truck,frequent,Bin,Active,140,241,84,241,True,True,True,False,False,True,True,Candidate
WB-BRG-0140,5,4,0,9,0.429487179487179,1.60688911831036,3.74141346949875,17,Z,1.1,4,6,0,False,R-A22,B,175.0,A,C,6,Medium,SUP-010,EU,Bearings & shafts,275,5,9,1,1575.0,False,20.95522388059704,1375,Mobile Balancer Hub Shaft,Wheel Balancer,Mobile Balancer,regular,Bin,Active,87,34,93,93,True,True,True,False,False,True,True,Candidate
WB-CON-0245,12,0,0,12,0.307692307692308,1.17289487258407,3.81190833589822,16,Z,1.0,6,8,0,False,R-B63,B,28.92,B,C,6,Medium,SUP-011,EU,Consumables & service kits,169,12,11,1,347.04,False,38.999999999999964,2028,Mobile Balancer Filter Kit,Wheel Balancer,Mobile Balancer,frequent,Bin,Active,39,149,29,149,True,True,True,False,False,True,True,Candidate
WA-BLT-0233,7,0,0,7,0.448717948717949,1.14888373198129,2.56036945984401,34,Z,2.7,2,7,0,False,R-I96,B,55.0,A,C,6,High,SUP-013,North America,Belts & pulleys,292,7,13,1,385.0,False,15.599999999999987,2044,REMO Belt Tensioner,Wheel Aligner,REMO,regular,Bin,Active,108,50,54,108,True,True,True,False,False,True,True,Candidate
TC-BLT-0409,4,0,0,4,0.365384615384615,1.63069958650857,4.46296728939186,17,Z,1.4,2,4,0,False,R-D68,B,100.0,A,C,6,Medium,SUP-007,Eastern Europe,Belts & pulleys,1133,4,6,1,400.0,False,10.947368421052644,4532,Basic Line TC Drive Belt,Tyre Changer,Basic Line TC,regular,Bin,Active,94,137,88,137,True,True,True,False,False,True,True,Candidate
TC-CON-0474,11,0,0,11,0.455128205128205,1.07968304021522,2.37226132779681,38,Y,1.0,3,6,0,False,R-Y12,B,7.07,C,C,6,Medium,SUP-012,Italy,Consumables & service kits,439,11,11,1,77.77000000000001,False,24.169014084507047,4829,Basic Line TC Filter Kit,Tyre Changer,Basic Line TC,frequent,Bin,Active,88,78,64,88,True,True,True,False,False,True,True,Candidate
VL-CON-0924,9,6,0,15,0.480769230769231,1.2206352330686,2.53892128478269,31,Z,2.7,6,14,0,False,R-D20,B,8.21,C,C,6,Medium,SUP-013,North America,Consumables & service kits,903,9,25,1,123.15,False,31.199999999999985,8127,Two-Post Lift Grease Cartridge,Vehicle Lift,Two-Post Lift,frequent,Bin,Active,89,118,86,118,True,True,True,False,False,True,True,Candidate
TC-CON-0825,11,0,0,11,0.608974358974359,1.17266565896908,1.92564045051765,46,Y,1.0,4,7,0,False,R-Z50,E,22.1,B,C,6,Medium,SUP-019,EU,Consumables & service kits,1302,11,10,1,243.1,False,18.06315789473684,14322,Artiglio Master Lubrication Kit,Tyre Changer,Artiglio Master,frequent,Bin,Active,154,302,28,302,True,True,True,False,False,True,True,Candidate
WA-CON-0017,11,0,1,10,0.807692307692308,1.18656666338227,1.46908253561614,62,Y,1.0,3,6,0,False,R-M33,B,18.6,B,C,5,Low,SUP-009,Italy,Consumables & service kits,61,11,9,1,186.0,False,12.380952380952376,671,3D Aligner O-Ring Kit,Wheel Aligner,3D Aligner,frequent,Bin,Active,29,53,40,53,True,True,True,False,False,True,True,Candidate
WA-CON-0667,4,5,0,9,0.403846153846154,1.23277209862424,3.05257852992668,22,Z,1.4,4,7,0,False,R-C52,B,20.49,B,C,5,High,SUP-015,EU,Consumables & service kits,784,4,10,1,184.41,False,22.28571428571428,3136,REMO Grease Cartridge,Wheel Aligner,REMO,frequent,Bin,Active,91,99,87,99,True,True,True,False,False,True,True,Candidate
TC-CON-0630,3,5,0,8,0.641025641025641,0.943218361121989,1.4714206433503,59,Y,1.0,3,6,0,False,R-S29,D,16.9,B,C,5,Medium,SUP-004,EU,Consumables & service kits,2135,3,11,1,135.2,False,12.48,6405,Basic Line TC Protective Cover,Tyre Changer,Basic Line TC,frequent,Bin,Active,109,128,153,153,True,True,True,False,False,True,True,Candidate
TC-CON-0937,6,0,1,5,0.66025641025641,1.01915078419554,1.5435681780049,59,Y,1.0,3,6,3,True,R-M58,D,5.8,C,C,5,Low,SUP-004,EU,Consumables & service kits,1821,6,8,1,29.0,True,7.572815533980585,10926,Basic Line TC Grease Cartridge,Tyre Changer,Basic Line TC,frequent,Bin,Active,225,213,38,225,True,True,True,False,False,True,True,Candidate
VL-CON-0389,10,0,0,10,0.416666666666667,0.842104378890311,2.02105050933675,40,Y,1.1,5,9,0,False,R-B29,D,2.74,C,C,5,Low,SUP-010,EU,Consumables & service kits,1245,10,13,1,27.4,False,23.99999999999998,12450,ERCO Lift Service Seal Pack,Vehicle Lift,ERCO Lift,frequent,Bin,Active,231,154,35,231,True,True,True,False,False,True,True,Candidate
WB-BLT-0664,4,4,0,8,0.153846153846154,0.634022958308712,4.12114922900663,10,Z,1.0,4,6,0,False,R-E03,B,145.0,A,C,4,High,SUP-019,EU,Belts & pulleys,75,4,11,1,1160.0,False,51.99999999999995,300,Eyelight Belt Tensioner,Wheel Balancer,Eyelight,regular,Bin,New,67,22,51,67,True,True,True,False,False,True,True,Candidate
VL-BLT-0882,6,4,0,10,0.673076923076923,1.01067503177387,1.50157433292118,60,Y,1.4,4,7,0,False,R-C13,B,180.0,A,C,4,Medium,SUP-007,Eastern Europe,Belts & pulleys,253,6,11,1,1800.0,False,14.857142857142858,1518,Two-Post Lift Transmission Pulley,Vehicle Lift,Two-Post Lift,regular,Bin,Active,109,40,58,109,True,True,True,False,False,True,True,Candidate
TE-CON-0612,6,0,0,6,0.628205128205128,1.29125070011759,2.05546029814637,42,Y,1.4,2,5,0,False,R-S80,B,15.06,B,C,4,Low,SUP-005,Eastern Europe,Consumables & service kits,307,6,9,1,90.36,False,9.55102040816327,1842,Suspension Tester Grease Cartridge,Technical Control,Suspension Tester,frequent,Bin,Active,61,136,37,136,True,True,True,False,False,True,True,Candidate
TC-CON-0994,6,0,0,6,0.455128205128205,0.99250708110222,2.18071978383023,37,Y,1.0,3,5,0,False,R-N56,B,15.45,B,C,4,Low,SUP-001,Italy,Consumables & service kits,673,6,7,1,92.7,False,13.1830985915493,4038,Basic Line TC O-Ring Kit,Tyre Changer,Basic Line TC,frequent,Bin,Active,60,142,79,142,True,True,True,False,False,True,True,Candidate
WA-BLT-0645,7,0,0,7,0.467948717948718,1.03125274143055,2.2037729816872,38,Y,1.3,4,6,0,False,R-I39,B,60.0,A,C,4,Low,SUP-018,EU,Belts & pulleys,723,7,11,1,420.0,False,14.95890410958904,5061,Camera Aligner Drive Belt,Wheel Aligner,Camera Aligner,regular,Bin,Active,122,78,76,122,True,True,True,False,False,True,True,Candidate
TC-CON-0294,13,0,0,13,0.391025641025641,1.30791001934121,3.34481906585622,18,Z,1.0,6,9,0,False,R-C81,E,2.75,C,C,4,Medium,SUP-003,EU,Consumables & service kits,1527,13,16,1,35.75,False,33.24590163934426,19851,Basic Line TC Protective Cover,Tyre Changer,Basic Line TC,frequent,Bin,Active,126,120,101,126,True,True,True,False,False,True,True,Candidate
WB-BLT-0732,1,1,0,2,0.147435897435897,0.707603745312643,4.79939931603358,11,Z,1.0,1,2,0,False,R-S80,B,48.56,B,D,3,Medium,SUP-001,Italy,Belts & pulleys,123,1,3,1,97.12,False,13.565217391304389,123,Eyelight Belt Tensioner,Wheel Balancer,Eyelight,regular,Bin,Active,55,27,83,83,True,True,True,False,False,True,True,Candidate
TC-CON-0654,9,0,0,9,0.301282051282051,1.18277896822516,3.92581955410903,15,Z,1.0,5,9,0,False,R-N53,B,13.74,B,C,3,Critical,SUP-017,EU,Consumables & service kits,23,9,12,1,123.66,False,29.872340425531945,207,Artiglio Master Rubber Pad,Tyre Changer,Artiglio Master,frequent,Bin,Active,57,33,12,57,True,True,True,False,False,True,True,Candidate
