Part_ID,On_Hand_Qty,On_Order_Qty,Allocated_Qty,Available_Qty,Avg_Weekly_Demand,Demand_SD,Demand_CV,Nonzero_Demand_Weeks,XYZ_Class,Lead_Time_Weeks,Safety_Stock_Qty,Reorder_Point_Qty,Suggested_Replenishment_Qty,Planner_Exception_Flag,Manual_Location,UDC_Type,Unit_Cost_EUR,ABC_Class,Movement_Class,Movement_Lines_36M,Criticality,Supplier_ID,Supplier_Region,Part_Category,Unit_Volume_cm3,Stock_Qty,Max_Stock_Qty,Stock_Managed,Estimated_Inventory_Value_EUR,Below_Reorder_Point,Stock_Coverage_Weeks,Total_Occupied_Volume_cm3
VL-HYD-0709,5,0,0,5,0.0641025641025641,0.334654124374891,5.2206043402483,6,Z,1.4,2,3,0,False,R-H21,E,23.13,C,D,3,High,SUP-015,EU,"Hydraulic pumps, hoses & seals",1506,5,5,1,115.64999999999999,False,78.0,7530
TC-BLT-0426,3,0,0,3,0.0448717948717949,0.365318221297873,8.14137750320974,3,Z,1.0,2,3,0,False,R-Z94,B,50.0,B,D,3,Low,SUP-017,EU,Belts & pulleys,356,3,4,1,150.0,False,66.85714285714282,1068
VL-CAB-0747,3,0,0,3,0.333333333333333,0.805892279148645,2.41767683744594,26,Y,1.4,2,3,0,False,R-Z95,B,13.8,C,D,3,High,SUP-007,Eastern Europe,"Cables, connectors & harnesses",264,3,6,1,41.400000000000006,False,9.000000000000009,792
WA-PNE-0175,6,0,1,5,0.0833333333333333,0.35846146746326,4.30153760955912,10,Z,1.0,2,3,0,False,R-F32,PALLET,105.0,B,D,3,High,SUP-011,EU,Pneumatic valves & cylinders,488449,6,5,1,525.0,False,60.00000000000002,2930694
AD-PNE-0068,1,2,1,2,0.0128205128205128,0.160128153805087,12.4899959967968,1,Z,1.1,2,3,3,True,R-M45,E,40.65,B,D,3,High,SUP-010,EU,Pneumatic valves & cylinders,19076,1,5,0,81.3,True,156.00000000000026,19076
TE-CMP-0391,2,2,0,4,0.17948717948718,0.606280883346979,3.37785063579031,17,Z,1.6,2,4,0,False,R-A41,E,33.64,C,D,3,Medium,SUP-014,Eastern Europe,"Clamps, jaws & tooling",2557,2,6,1,134.56,False,22.285714285714224,5114
TC-BLT-0534,7,0,0,7,0.0961538461538462,0.436686144824731,4.5415359061772,9,Z,1.0,2,3,0,False,R-H11,B,55.0,B,D,3,Medium,SUP-003,EU,Belts & pulleys,1327,7,6,1,385.0,False,72.79999999999997,9289
VL-BLT-0163,2,2,0,4,0.108974358974359,0.585565268103619,5.37342246024498,8,Z,1.0,3,4,0,False,R-I17,VER,15.01,C,D,3,Medium,SUP-017,EU,Belts & pulleys,75763,2,6,1,60.04,False,36.70588235294117,151526
VL-CON-0423,13,0,0,13,0.198717948717949,0.676040386223188,3.40200968551024,17,Z,1.0,5,7,0,False,R-N46,D,2.9,C,D,3,Medium,SUP-006,EU,Consumables & service kits,1541,13,11,1,37.699999999999996,False,65.41935483870958,20033
TE-BLT-0173,9,0,0,9,0.0641025641025641,0.540960760362013,8.43898786164741,3,Z,1.1,4,6,0,False,R-S80,E,12.89,C,D,3,High,SUP-008,EU,Belts & pulleys,8510,9,9,1,116.01,False,140.4,76590
VL-BLT-0871,3,3,0,6,0.0512820512820513,0.296100937342522,5.77396827817917,5,Z,1.0,3,5,0,False,R-A74,D,180.0,A,D,3,Critical,SUP-017,EU,Belts & pulleys,986,3,9,1,1080.0,False,116.99999999999996,2958
VL-SNS-0794,2,0,0,2,0.0256410256410256,0.252694331445618,9.85507892637909,2,Z,1.0,1,2,0,False,R-H32,B,60.0,B,D,3,High,SUP-006,EU,"Sensors, encoders & switches",914,2,3,1,120.0,False,78.00000000000013,1828
WB-BLT-0511,7,0,0,7,0.288461538461538,0.727431321530373,2.52176191463863,27,Z,1.0,3,4,0,False,R-Z97,VER,85.0,B,D,3,Critical,SUP-004,EU,Belts & pulleys,31452,7,7,1,595.0,False,24.266666666666705,220164
TC-CMP-0380,4,0,0,4,0.301282051282051,0.860756395007747,2.85697867279167,26,Z,1.1,2,3,0,False,R-B97,B,530.0,A,D,3,Medium,SUP-016,EU,"Clamps, jaws & tooling",391,4,5,1,2120.0,False,13.276595744680863,1564
VL-BLT-0622,13,0,0,13,0.25,0.750268769046434,3.00107507618574,21,Z,1.0,4,6,0,False,R-A77,B,70.0,A,D,3,High,SUP-019,EU,Belts & pulleys,1530,13,11,1,910.0,False,52.0,19890
WB-BRG-0519,7,0,0,7,0.16025641025641,0.616930956264437,3.84964916709009,14,Z,1.0,2,4,0,False,R-A77,E,60.0,A,D,3,Medium,SUP-003,EU,Bearings & shafts,1096,7,6,1,420.0,False,43.68000000000007,7672
VL-CON-0584,7,4,0,11,0.0833333333333333,0.567488335345043,6.80986002414052,5,Z,2.7,3,8,0,False,R-G66,B,13.61,C,D,3,Medium,SUP-013,North America,Consumables & service kits,513,7,12,1,149.70999999999998,False,132.00000000000006,3591
WB-BLT-0948,2,4,0,6,0.0576923076923077,0.305653918047628,5.29800124615888,6,Z,1.4,2,4,0,False,R-F90,B,65.0,A,D,3,High,SUP-005,Eastern Europe,Belts & pulleys,125,2,7,1,390.0,False,103.99999999999999,250
WB-CON-0935,13,0,0,13,0.711538461538462,1.06564907002571,1.49766896327937,60,Y,1.4,5,8,0,False,R-Q15,B,9.56,C,C,3,Medium,SUP-007,Eastern Europe,Consumables & service kits,355,13,11,1,124.28,False,18.27027027027026,4615
VL-PNE-0203,4,0,0,4,0.0512820512820513,0.421898501704238,8.22702078323265,4,Z,1.4,2,3,0,False,R-B44,PALLET,135.0,A,D,3,Low,SUP-005,Eastern Europe,Pneumatic valves & cylinders,109852,4,5,1,540.0,False,77.99999999999997,439408
VL-BRG-0381,2,4,0,6,0.198717948717949,0.925759474056192,4.65866057912148,10,Z,1.0,1,3,0,False,R-Y75,E,65.0,A,C,3,High,SUP-019,EU,Bearings & shafts,11671,2,6,1,390.0,False,30.19354838709673,23342
TE-BRG-0323,18,0,0,18,0.134615384615385,0.672851787941431,4.99832756756491,11,Z,2.7,5,9,0,False,R-C06,VER,80.0,A,D,3,High,SUP-013,North America,Bearings & shafts,75392,18,17,1,1440.0,False,133.71428571428532,1357056
WB-CAB-0081,7,0,0,7,0.0897435897435897,0.430630368732597,4.79845268016323,8,Z,1.4,2,3,0,False,R-I06,E,90.0,B,D,3,Medium,SUP-005,Eastern Europe,"Cables, connectors & harnesses",1970,7,6,1,630.0,False,78.00000000000004,13790
WA-CMP-0842,8,0,0,8,0.224358974358974,0.53969785990261,2.40551046128021,26,Y,1.4,4,6,0,False,R-I95,D,85.0,A,D,3,High,SUP-015,EU,"Clamps, jaws & tooling",726,8,9,1,680.0,False,35.657142857142915,5808
WB-SNS-0434,4,0,1,3,0.0576923076923077,0.305653918047628,5.29800124615888,6,Z,2.7,2,4,3,True,R-I76,B,140.0,A,D,3,High,SUP-013,North America,"Sensors, encoders & switches",443,4,6,1,420.0,True,51.99999999999999,1772
WA-BLT-0216,5,0,0,5,0.0641025641025641,0.477621623483684,7.45089732634546,4,Z,1.0,2,3,0,False,R-H72,B,13.95,C,D,3,Medium,SUP-017,EU,Belts & pulleys,289,5,5,1,69.75,False,78.0,1445
VL-CMP-0289,3,0,0,3,0.0384615384615385,0.251052375581988,6.5273617651317,4,Z,1.0,1,2,0,False,R-Z92,F,295.0,A,D,3,Low,SUP-002,Italy,"Clamps, jaws & tooling",13062,3,3,0,885.0,False,77.99999999999993,39186
WA-CAB-0124,7,0,0,7,0.256410256410256,0.680339525026646,2.65332414760392,23,Z,1.4,2,3,0,False,R-S07,B,65.0,B,D,3,Low,SUP-005,Eastern Europe,"Cables, connectors & harnesses",325,7,6,1,455.0,False,27.300000000000043,2275
WB-CON-0808,16,0,0,16,0.673076923076923,1.30588475279906,1.94017163273003,45,Y,1.3,5,9,0,False,R-M84,F,13.71,B,C,3,Medium,SUP-018,EU,Consumables & service kits,15364,16,13,1,219.36,False,23.771428571428572,245824
WB-CON-0714,10,0,0,10,0.403846153846154,1.19016857658686,2.94708409440556,20,Z,1.0,4,7,0,False,R-T04,F,41.66,A,C,3,Low,SUP-006,EU,Consumables & service kits,4030,10,13,1,416.59999999999997,False,24.761904761904752,40300
TC-CAB-0966,5,0,0,5,0.0897435897435897,0.399544819590831,4.45207084686926,9,Z,1.0,2,3,0,False,R-F58,ORANGE,11.03,C,D,3,High,SUP-009,Italy,"Cables, connectors & harnesses",193800,5,5,1,55.15,False,55.71428571428574,969000
TC-CMP-0532,9,0,0,9,0.0833333333333333,0.453777454810862,5.44532945773034,7,Z,1.4,2,4,0,False,R-C41,PALLET,31.95,B,D,3,High,SUP-007,Eastern Europe,"Clamps, jaws & tooling",183346,9,7,1,287.55,False,108.00000000000004,1650114
VL-SNS-0416,1,1,0,2,0.0641025641025641,0.334654124374891,5.2206043402483,7,Z,1.3,1,2,0,False,R-L14,PALLET,155.0,A,D,3,High,SUP-018,EU,"Sensors, encoders & switches",451110,1,3,1,310.0,False,31.200000000000003,451110
AD-PNE-0379,2,3,0,5,0.166666666666667,0.530773426338892,3.18464055803335,16,Z,1.4,2,3,0,False,R-M82,D,80.0,B,D,3,Critical,SUP-005,Eastern Europe,Pneumatic valves & cylinders,1734,2,6,1,400.0,False,29.999999999999943,3468
WB-CMP-0351,6,0,0,6,0.0448717948717949,0.236723568690428,5.27555381652954,6,Z,1.0,2,3,0,False,R-N87,E,115.0,A,D,3,Medium,SUP-002,Italy,"Clamps, jaws & tooling",1509,6,5,1,690.0,False,133.71428571428564,9054
AD-CON-0779,6,3,0,9,0.108974358974359,0.527608334067048,4.84158235967409,9,Z,1.0,5,8,0,False,R-N13,E,11.74,B,C,3,Low,SUP-017,EU,Consumables & service kits,13221,6,14,1,105.66,False,82.58823529411762,79326
WA-CON-0953,3,4,0,7,0.429487179487179,1.02932598985111,2.39663961816079,29,Y,1.0,3,6,0,False,R-P19,D,10.69,B,C,2,Low,SUP-004,EU,Consumables & service kits,899,3,11,1,74.83,False,16.298507462686587,2697
WA-CON-0424,2,2,0,4,0.570512820512821,1.11940179581763,1.96209752974776,43,Y,1.0,2,4,0,False,R-Q45,B,18.22,B,C,2,Low,SUP-001,Italy,Consumables & service kits,323,2,6,0,72.88,False,7.011235955056173,646
WA-CMP-0084,3,0,0,3,0.0576923076923077,0.443452504863237,7.6865100842961,4,Z,1.4,2,3,0,False,R-H93,E,125.0,A,D,2,Medium,SUP-005,Eastern Europe,"Clamps, jaws & tooling",1986,3,5,1,375.0,False,51.99999999999999,5958
AD-BRG-0029,3,3,0,6,0.185897435897436,0.716663300432589,3.85515430577531,13,Z,1.0,2,4,0,False,R-N82,B,50.0,A,C,2,High,SUP-012,Italy,Bearings & shafts,865,3,7,1,300.0,False,32.2758620689655,2595
WA-CAB-0547,3,0,0,3,0.0448717948717949,0.286084776921868,6.37560359997306,5,Z,1.0,2,3,0,False,R-F18,B,15.83,C,D,2,Low,SUP-006,EU,"Cables, connectors & harnesses",211,3,5,1,47.49,False,66.85714285714282,633
WA-HYD-0287,5,0,0,5,0.282051282051282,0.817508976333252,2.89844091609062,22,Z,1.4,1,2,0,False,R-E96,PALLET,250.0,A,D,2,High,SUP-015,EU,"Hydraulic pumps, hoses & seals",451741,5,4,1,1250.0,False,17.72727272727273,2258705
WB-PNE-0308,5,0,1,4,0.153846153846154,0.964892413550365,6.27180068807737,9,Z,1.0,2,3,0,False,R-I59,E,50.0,B,D,2,Medium,SUP-019,EU,Pneumatic valves & cylinders,3827,5,5,1,200.0,False,25.999999999999975,19135
WB-CMP-0518,3,0,0,3,0.121794871794872,0.524778893138062,4.30871091208093,10,Z,1.3,1,2,0,False,R-C28,E,230.0,A,D,2,Medium,SUP-018,EU,"Clamps, jaws & tooling",1921,3,3,1,690.0,False,24.63157894736838,5763
TC-BLT-0873,2,1,0,3,0.185897435897436,0.542449488410906,2.91800414455522,20,Z,1.3,1,3,0,False,R-L35,PALLET,17.94,C,D,2,Medium,SUP-018,EU,Belts & pulleys,384965,2,5,1,53.82000000000001,False,16.13793103448275,769930
WA-SNS-0858,5,0,0,5,0.0448717948717949,0.236723568690428,5.27555381652954,6,Z,1.4,2,3,0,False,R-S97,ORANGE,320.0,A,D,2,High,SUP-015,EU,"Sensors, encoders & switches",131016,5,5,1,1600.0,False,111.42857142857136,655080
AD-CON-0030,9,0,0,9,0.474358974358974,0.883166721181687,1.86181092573437,43,Y,1.0,4,6,0,False,R-G76,D,42.75,A,C,2,Medium,SUP-006,EU,Consumables & service kits,4863,9,9,1,384.75,False,18.972972972972986,43767
TE-SNS-0772,4,0,0,4,0.134615384615385,0.653393508479444,4.85378034870444,9,Z,1.0,1,2,0,False,R-Y94,VER,400.0,A,D,2,Medium,SUP-019,EU,"Sensors, encoders & switches",89540,4,4,1,1600.0,False,29.71428571428563,358160
WA-BRG-0625,2,0,0,2,0.333333333333333,0.837302375977284,2.51190712793185,31,Z,1.0,1,2,0,False,R-E04,B,50.0,B,D,2,Low,SUP-002,Italy,Bearings & shafts,843,2,4,0,100.0,False,6.000000000000006,1686
WA-BRG-0758,3,0,0,3,0.275641025641026,0.791680270659311,2.87214237727564,23,Z,1.0,1,2,0,False,R-N20,D,26.58,C,D,2,Medium,SUP-006,EU,Bearings & shafts,9331,3,4,1,79.74,False,10.883720930232544,27993
TC-HYD-0617,5,0,0,5,0.282051282051282,0.716576734696308,2.540590241196,28,Z,1.1,2,3,0,False,R-Z49,PALLET,300.0,A,D,2,High,SUP-008,EU,"Hydraulic pumps, hoses & seals",139491,5,5,1,1500.0,False,17.72727272727273,697455
TC-SNS-0738,5,0,1,4,0.0512820512820513,0.355507303039579,6.93239240927178,4,Z,1.1,2,3,0,False,R-I36,D,29.86,C,D,2,High,SUP-016,EU,"Sensors, encoders & switches",3422,5,5,1,119.44,False,77.99999999999997,17110
WA-BLT-0230,4,0,0,4,0.0512820512820513,0.436922843928688,8.51999545660942,3,Z,1.0,1,2,0,False,R-B66,D,85.0,B,D,2,Low,SUP-012,Italy,Belts & pulleys,700,4,4,1,340.0,False,77.99999999999997,2800
WB-CON-0621,8,0,0,8,0.576923076923077,1.06582369502811,1.84742773804873,47,Y,1.0,3,6,0,False,R-S34,B,22.95,B,C,2,Low,SUP-017,EU,Consumables & service kits,433,8,10,1,183.6,False,13.866666666666665,3464
WB-CON-0958,10,0,0,10,0.602564102564103,1.20578972745338,2.00109784556093,42,Y,1.1,7,10,0,False,R-D06,B,21.16,B,C,2,Critical,SUP-016,EU,Consumables & service kits,415,10,14,1,211.6,False,16.595744680851052,4150
TC-PNE-0765,5,0,0,5,0.358974358974359,0.794730369766136,2.21389174434852,34,Y,1.4,2,3,0,False,R-G42,D,345.0,A,D,2,High,SUP-005,Eastern Europe,Pneumatic valves & cylinders,2808,5,5,1,1725.0,False,13.928571428571429,14040
WB-BRG-0198,3,5,0,8,0.102564102564103,0.522765440271036,5.0969630426426,8,Z,1.0,4,6,0,False,R-N03,VER,32.81,B,D,2,Medium,SUP-009,Italy,Bearings & shafts,30324,3,9,1,262.48,False,77.99999999999966,90972
WB-BLT-0942,6,0,0,6,0.487179487179487,1.0924206887115,2.24233720314465,36,Y,1.0,3,5,0,False,R-P18,PALLET,19.96,B,C,2,Medium,SUP-017,EU,Belts & pulleys,214996,6,7,1,119.76,False,12.315789473684214,1289976
WA-BLT-0113,11,0,0,11,0.275641025641026,0.723555004474149,2.62499024878994,25,Z,1.4,2,5,0,False,R-H21,E,13.06,C,D,2,Medium,SUP-015,EU,Belts & pulleys,3910,11,9,1,143.66,False,39.906976744186,43010
TC-BLT-0523,5,0,0,5,0.0448717948717949,0.286084776921868,6.37560359997306,4,Z,1.1,2,3,0,False,R-S97,VER,80.0,A,D,2,Medium,SUP-016,EU,Belts & pulleys,118701,5,5,1,400.0,False,111.42857142857136,593505
TC-BRG-0254,6,2,0,8,0.0512820512820513,0.373213971229543,7.2776724389761,4,Z,2.7,4,7,0,False,R-C26,F,55.0,B,D,2,Low,SUP-013,North America,Bearings & shafts,14684,6,11,0,440.0,False,155.99999999999994,88104
TC-BLT-0830,8,3,0,11,0.0769230769230769,0.461951841345052,6.00537393748568,5,Z,1.6,6,9,0,False,R-H94,E,14.08,C,D,2,Medium,SUP-014,Eastern Europe,Belts & pulleys,6610,8,15,1,154.88,False,143.00000000000006,52880
TC-BRG-0384,7,0,0,7,0.224358974358974,0.648310140324809,2.88961091116201,22,Z,1.0,2,4,0,False,R-L44,D,20.34,C,D,2,Low,SUP-006,EU,Bearings & shafts,461,7,8,1,142.38,False,31.20000000000005,3227
TC-BLT-0221,8,0,0,8,0.108974358974359,0.574441865990643,5.27134888791414,8,Z,1.1,2,4,0,False,R-Q78,D,85.0,A,D,2,Medium,SUP-010,EU,Belts & pulleys,921,8,7,1,680.0,False,73.41176470588233,7368
WB-PNE-0790,3,0,0,3,0.314102564102564,0.90734982533848,2.88870556638373,30,Z,1.1,1,2,0,False,R-B37,B,130.0,A,D,2,High,SUP-008,EU,Pneumatic valves & cylinders,161,3,4,1,390.0,False,9.55102040816327,483
AD-CMP-0013,5,0,0,5,0.275641025641026,0.799788019888802,2.901556537271,21,Z,2.7,2,5,0,False,R-E38,ORANGE,95.0,A,D,2,Low,SUP-013,North America,"Clamps, jaws & tooling",420131,5,7,1,475.0,False,18.139534883720906,2100655
VL-PNE-0530,1,1,0,2,0.0641025641025641,0.435215737077412,6.78936549840762,6,Z,1.0,1,2,0,False,R-P41,F,90.0,A,D,2,High,SUP-019,EU,Pneumatic valves & cylinders,2085,1,3,1,180.0,False,31.200000000000003,2085
TE-SNS-0237,5,0,0,5,0.275641025641026,0.69629172555778,2.52608160900032,26,Z,1.0,2,3,0,False,R-S14,VER,120.0,B,D,2,High,SUP-009,Italy,"Sensors, encoders & switches",68591,5,5,1,600.0,False,18.139534883720906,342955
TE-BRG-0096,5,0,0,5,0.0384615384615385,0.298049906724131,7.7492975748274,3,Z,1.0,1,3,0,False,R-G89,D,180.0,A,D,2,Low,SUP-009,Italy,Bearings & shafts,4954,5,5,0,900.0,False,129.9999999999999,24770
WA-BLT-0270,9,0,0,9,0.0961538461538462,0.598695853138935,6.22643687264492,7,Z,1.0,2,4,0,False,R-B70,E,130.0,A,D,2,High,SUP-001,Italy,Belts & pulleys,2936,9,7,1,1170.0,False,93.59999999999995,26424
TC-BRG-0596,4,3,0,7,0.0961538461538462,0.576741079647404,5.998107228333,6,Z,1.0,3,5,0,False,R-Y89,D,21.77,C,D,2,Medium,SUP-019,EU,Bearings & shafts,1829,4,8,1,152.39,False,72.79999999999997,7316
AD-BLT-0432,5,0,0,5,0.0320512820512821,0.210065175596398,6.55403347860763,4,Z,1.0,1,3,0,False,R-B35,B,18.2,C,D,2,High,SUP-003,EU,Belts & pulleys,114,5,5,1,91.0,False,155.99999999999977,570
TC-BLT-0026,3,0,0,3,0.0705128205128205,0.361219788104756,5.12275335857654,7,Z,1.6,1,3,0,False,R-E05,D,90.0,A,D,2,Low,SUP-014,Eastern Europe,Belts & pulleys,1828,3,5,1,270.0,False,42.545454545454554,5484
VL-BRG-0292,2,0,0,2,0.153846153846154,0.746206286049609,4.85034085932246,9,Z,1.6,1,2,0,False,R-A40,D,120.0,B,D,2,High,SUP-014,Eastern Europe,Bearings & shafts,7561,2,3,1,240.0,False,12.999999999999988,15122
TC-CMP-0043,6,0,0,6,0.0641025641025641,0.516557927669825,8.05830367164927,4,Z,1.1,2,3,0,False,R-N56,E,46.79,B,D,2,Medium,SUP-008,EU,"Clamps, jaws & tooling",2586,6,6,1,280.74,False,93.60000000000001,15516
TC-SNS-0620,2,3,0,5,0.0961538461538462,0.478961863305671,4.98120337837898,8,Z,1.0,2,3,0,False,R-D45,PALLET,29.51,C,D,2,Medium,SUP-019,EU,"Sensors, encoders & switches",148635,2,5,1,147.55,False,51.99999999999997,297270
WB-CMP-0846,2,0,0,2,0.141025641025641,0.798779051760776,5.66406963975823,9,Z,1.0,1,2,0,False,R-S31,VER,49.26,B,D,2,Medium,SUP-019,EU,"Clamps, jaws & tooling",51187,2,3,1,98.52,False,14.181818181818185,102374
TC-BLT-0643,7,0,0,7,0.230769230769231,0.670542908070226,2.90568593497098,20,Z,1.0,2,4,0,False,R-M10,D,34.39,B,D,2,Low,SUP-019,EU,Belts & pulleys,2359,7,7,1,240.73000000000002,False,30.333333333333304,16513
WA-CON-0090,8,0,1,7,0.288461538461538,1.2128857371634,4.20467055549977,17,Z,1.1,3,6,0,False,R-C14,B,7.72,C,C,2,Medium,SUP-008,EU,Consumables & service kits,282,8,10,1,54.04,False,24.266666666666705,2256
TE-BRG-0481,2,2,0,4,0.0320512820512821,0.210065175596399,6.55403347860763,4,Z,1.1,2,3,0,False,R-T74,E,33.7,B,D,2,High,SUP-016,EU,Bearings & shafts,8208,2,5,1,134.8,False,124.79999999999983,16416
VL-BLT-0783,4,0,0,4,0.0769230769230769,0.385854084713155,5.01610310127101,7,Z,1.0,3,4,0,False,R-L76,B,12.6,C,D,2,Medium,SUP-004,EU,Belts & pulleys,1132,4,6,1,50.4,False,52.000000000000014,4528
TC-BRG-0869,4,0,0,4,0.17948717948718,0.562106401214385,3.13173566390872,18,Z,1.0,2,3,0,False,R-I01,B,80.0,B,D,2,Medium,SUP-006,EU,Bearings & shafts,1043,4,5,1,320.0,False,22.285714285714224,4172
VL-CMP-0383,6,0,0,6,0.115384615384615,0.520068710864104,4.50726216082223,9,Z,1.0,2,3,0,False,R-E20,E,185.0,A,D,2,High,SUP-001,Italy,"Clamps, jaws & tooling",3867,6,5,1,1110.0,False,52.00000000000017,23202
AD-CAB-0317,3,0,0,3,0.17948717948718,0.606280883346979,3.37785063579031,15,Z,1.0,2,3,0,False,R-H43,B,100.0,A,D,2,Medium,SUP-012,Italy,"Cables, connectors & harnesses",651,3,6,1,300.0,False,16.71428571428567,1953
WA-BLT-0016,10,0,0,10,0.185897435897436,0.969233066810989,5.21380546284532,7,Z,2.7,3,5,0,False,R-N01,F,135.0,A,D,2,Low,SUP-013,North America,Belts & pulleys,39487,10,9,1,1350.0,False,53.793103448275836,394870
AD-BLT-0184,3,3,0,6,0.211538461538462,0.57931678764442,2.73858845068271,22,Z,1.0,3,4,0,False,R-M37,B,85.0,A,D,2,High,SUP-011,EU,Belts & pulleys,250,3,7,1,510.0,False,28.3636363636363,750
WA-PNE-0627,2,2,0,4,0.275641025641026,0.705496557671746,2.55947588364633,28,Z,1.0,2,3,0,False,R-S76,D,170.0,A,D,2,Critical,SUP-004,EU,Pneumatic valves & cylinders,1291,2,5,1,680.0,False,14.511627906976726,2582
TE-BLT-0517,3,3,0,6,0.185897435897436,0.630457971580078,3.39142908849973,17,Z,1.4,2,4,0,False,R-E49,E,12.71,C,D,2,High,SUP-015,EU,Belts & pulleys,1022,3,6,1,76.26,False,32.2758620689655,3066
VL-CMP-0848,8,0,0,8,0.0576923076923077,0.397417219871163,6.88856514443349,4,Z,1.4,3,5,0,False,R-Y44,PALLET,32.09,B,D,2,High,SUP-007,Eastern Europe,"Clamps, jaws & tooling",169621,8,7,1,256.72,False,138.66666666666663,1356968
WB-BRG-0445,2,0,0,2,0.0256410256410256,0.15857095486057,6.18426723956222,4,Z,1.0,1,2,0,False,R-S79,B,22.4,C,D,2,High,SUP-006,EU,Bearings & shafts,716,2,4,1,44.8,False,78.00000000000013,1432
VL-CMP-0757,3,0,0,3,0.121794871794872,0.593980000944408,4.87688842880672,9,Z,1.1,1,2,0,False,R-F61,D,105.0,B,D,2,Medium,SUP-016,EU,"Clamps, jaws & tooling",626,3,3,1,315.0,False,24.63157894736838,1878
WB-BLT-0680,5,0,0,5,0.141025641025641,0.626806735133936,4.44462957640427,9,Z,1.0,3,5,0,False,R-Z78,B,25.92,B,D,2,Low,SUP-002,Italy,Belts & pulleys,320,5,7,0,129.60000000000002,False,35.45454545454546,1600
VL-CMP-0557,11,0,1,10,0.269230769230769,0.781612508947957,2.90313217609241,22,Z,1.6,3,5,0,False,R-B73,D,70.0,B,D,2,Critical,SUP-014,Eastern Europe,"Clamps, jaws & tooling",580,11,9,0,700.0,False,37.142857142857174,6380
WB-HYD-0397,5,0,0,5,0.102564102564103,0.546891357725347,5.33219073782213,7,Z,1.0,2,3,0,False,R-E20,PALLET,280.0,A,D,2,Medium,SUP-004,EU,"Hydraulic pumps, hoses & seals",128157,5,5,1,1400.0,False,48.749999999999794,640785
TC-BLT-0662,7,0,0,7,0.0384615384615385,0.298049906724131,7.7492975748274,3,Z,1.3,2,4,0,False,R-A35,D,55.0,B,D,2,High,SUP-020,EU,Belts & pulleys,3937,7,7,1,385.0,False,181.99999999999983,27559
VL-CON-0497,7,0,0,7,0.173076923076923,1.10811354686889,6.40243382635357,10,Z,1.0,2,4,0,False,R-F59,B,6.89,C,D,2,Low,SUP-003,EU,Consumables & service kits,49,7,6,1,48.23,False,40.444444444444464,343
VL-CMP-0101,4,0,0,4,0.0384615384615385,0.251052375581989,6.5273617651317,4,Z,1.0,2,3,0,False,R-E33,PALLET,500.0,A,D,2,Low,SUP-003,EU,"Clamps, jaws & tooling",156140,4,5,1,2000.0,False,103.9999999999999,624560
WA-BLT-0034,7,0,1,6,0.0512820512820513,0.436922843928688,8.51999545660942,3,Z,1.0,2,4,0,False,R-Y51,B,27.11,B,D,2,Medium,SUP-006,EU,Belts & pulleys,548,7,6,1,162.66,False,116.99999999999996,3836
WB-BLT-0299,4,0,0,4,0.0128205128205128,0.112861861736257,8.80322521542806,2,Z,1.1,2,4,0,False,R-Q12,D,16.28,C,D,2,Medium,SUP-008,EU,Belts & pulleys,3372,4,7,1,65.12,False,312.0000000000005,13488
WA-BRG-0349,2,3,0,5,0.0961538461538462,0.679457527015022,7.06635828095623,7,Z,1.4,3,5,0,False,R-L20,D,31.28,C,D,2,Low,SUP-007,Eastern Europe,Bearings & shafts,3984,2,7,1,156.4,False,51.99999999999997,7968
TC-CAB-0705,6,0,0,6,0.0576923076923077,0.363502400318376,6.30070827218519,5,Z,1.0,3,4,0,False,R-Z88,E,115.0,A,D,2,High,SUP-001,Italy,"Cables, connectors & harnesses",2346,6,7,1,690.0,False,103.99999999999999,14076
TC-BLT-0377,5,0,0,5,0.102564102564103,0.510274906041164,4.97518033390135,8,Z,1.6,2,4,0,False,R-M98,B,29.43,B,D,2,High,SUP-014,Eastern Europe,Belts & pulleys,573,5,7,1,147.15,False,48.749999999999794,2865
TC-CMP-0224,9,0,0,9,0.0448717948717949,0.328102043881684,7.31198840650609,3,Z,2.7,5,8,0,False,R-Z29,PALLET,145.0,A,D,2,Medium,SUP-013,North America,"Clamps, jaws & tooling",235920,9,13,1,1305.0,False,200.57142857142844,2123280
WB-CAB-0142,4,0,0,4,0.378205128205128,1.0432143176211,2.75832938218461,26,Z,1.0,2,3,0,False,R-G95,B,80.0,A,D,2,High,SUP-011,EU,"Cables, connectors & harnesses",334,4,5,1,320.0,False,10.576271186440684,1336
VL-BRG-0993,3,0,2,1,0.108974358974359,0.489551709993593,4.4923568681765,9,Z,1.0,2,3,4,True,R-S43,D,55.0,B,D,2,Low,SUP-012,Italy,Bearings & shafts,5315,3,5,1,55.0,True,9.176470588235292,15945
TC-BRG-0348,4,0,0,4,0.0384615384615385,0.251052375581988,6.5273617651317,4,Z,1.0,2,3,0,False,R-Z23,B,65.0,B,D,2,Medium,SUP-019,EU,Bearings & shafts,971,4,5,1,260.0,False,103.9999999999999,3884
VL-PNE-0414,1,3,0,4,0.41025641025641,0.921932016749083,2.24720929082589,34,Y,1.3,1,2,0,False,R-N38,D,205.0,A,D,2,High,SUP-018,EU,Pneumatic valves & cylinders,3122,1,4,1,820.0,False,9.750000000000005,3122
